rank,config_name,primary,macro_auc,first_pass_auc,v_anchor_auc,v_anchor_first_pass_auc,site_auc_std,mean_oof_auc,rare_auc,frequent_auc,runtime_min,stage_metrics_path
1,pca128_s13,0.6647,0.8864,0.881,0.8261,0.8207,0.1615,0.8389,nan,0.8904,2.6537,/mnt/evafs/faculty/home/mgromadzki/src/BirdCLEF/birdclef/outputs/sweep/seed_confirm_pca128_s13/pca128_s13.json
